RUN	perf.TestSimulation	testsimulation	1676394243974	 	3.0.3
REQUEST	79	buyTicket	/cgi-bin/reservations.pl	1676394605481	1676394605581	OK	 
REQUEST	79	buyTicket	/cgi-bin/reservations.pl	1676394605581	1676394605699	OK	 
REQUEST	79	buyTicket	/cgi-bin/reservations.pl	1676394605699	1676394605808	OK	 
GROUP	79	buyTicket	1676394605170	1676394605809	638	OK
REQUEST	79	itinerary	/cgi-bin/welcome.pl	1676394605809	1676394605905	OK	 
REQUEST	79	itinerary	/cgi-bin/nav.pl	1676394605905	1676394606004	OK	 
REQUEST	79	itinerary	/cgi-bin/itinerary.pl	1676394606004	1676394606218	OK	 
GROUP	79	itinerary	1676394605809	1676394606220	409	OK
REQUEST	79	signOff	/cgi-bin/welcome.pl	1676394606220	1676394606306	OK	 
REQUEST	79	signOff	/cgi-bin/nav.pl	1676394606306	1676394606425	OK	 
REQUEST	79	signOff	/WebTours/home.html	1676394606425	1676394606472	OK	 
GROUP	79	signOff	1676394606220	1676394606472	252	OK
USER	mainScenario	79	END	1676394604682	1676394606472
USER	mainScenario	80	START	1676394606679	1676394606679
REQUEST	80	open	/webtours/	1676394606679	1676394606723	OK	 
REQUEST	80	open	/cgi-bin/welcome.pl	1676394606724	1676394606792	OK	 
REQUEST	80	open	/cgi-bin/nav.pl	1676394606792	1676394606879	OK	 
GROUP	80	open	1676394606679	1676394606879	199	OK
REQUEST	80	login	/cgi-bin/login.pl	1676394606879	1676394606970	OK	 
REQUEST	80	login	/cgi-bin/nav.pl	1676394606971	1676394607060	OK	 
REQUEST	80	login	/cgi-bin/login.pl	1676394607060	1676394607166	OK	 
GROUP	80	login	1676394606879	1676394607166	286	OK
REQUEST	80	buyTicket	/cgi-bin/welcome.pl	1676394607166	1676394607251	OK	 
REQUEST	80	buyTicket	/cgi-bin/nav.pl	1676394607252	1676394607356	OK	 
REQUEST	80	buyTicket	/cgi-bin/reservations.pl	1676394607356	1676394607468	OK	 
REQUEST	80	buyTicket	/cgi-bin/reservations.pl	1676394607468	1676394607575	OK	 
REQUEST	80	buyTicket	/cgi-bin/reservations.pl	1676394607575	1676394607682	OK	 
REQUEST	80	buyTicket	/cgi-bin/reservations.pl	1676394607682	1676394607786	OK	 
GROUP	80	buyTicket	1676394607166	1676394607787	619	OK
REQUEST	80	itinerary	/cgi-bin/welcome.pl	1676394607787	1676394607873	OK	 
REQUEST	80	itinerary	/cgi-bin/nav.pl	1676394607873	1676394607970	OK	 
REQUEST	80	itinerary	/cgi-bin/itinerary.pl	1676394607971	1676394608188	OK	 
GROUP	80	itinerary	1676394607787	1676394608189	400	OK
REQUEST	80	signOff	/cgi-bin/welcome.pl	1676394608189	1676394608282	OK	 
REQUEST	80	signOff	/cgi-bin/nav.pl	1676394608283	1676394608366	OK	 
REQUEST	80	signOff	/WebTours/home.html	1676394608366	1676394608413	OK	 
GROUP	80	signOff	1676394608189	1676394608414	223	OK
USER	mainScenario	80	END	1676394606679	1676394608414
USER	mainScenario	81	START	1676394608678	1676394608678
REQUEST	81	open	/webtours/	1676394608679	1676394608707	OK	 
REQUEST	81	open	/cgi-bin/welcome.pl	1676394608708	1676394608781	OK	 
REQUEST	81	open	/cgi-bin/nav.pl	1676394608781	1676394608884	OK	 
GROUP	81	open	1676394608679	1676394608885	204	OK
REQUEST	81	login	/cgi-bin/login.pl	1676394608885	1676394608997	OK	 
REQUEST	81	login	/cgi-bin/nav.pl	1676394608997	1676394609097	OK	 
REQUEST	81	login	/cgi-bin/login.pl	1676394609097	1676394609207	OK	 
GROUP	81	login	1676394608885	1676394609207	322	OK
REQUEST	81	buyTicket	/cgi-bin/welcome.pl	1676394609207	1676394609296	OK	 
REQUEST	81	buyTicket	/cgi-bin/nav.pl	1676394609296	1676394609387	OK	 
REQUEST	81	buyTicket	/cgi-bin/reservations.pl	1676394609387	1676394609514	OK	 
REQUEST	81	buyTicket	/cgi-bin/reservations.pl	1676394609514	1676394609625	OK	 
REQUEST	81	buyTicket	/cgi-bin/reservations.pl	1676394609626	1676394609730	OK	 
REQUEST	81	buyTicket	/cgi-bin/reservations.pl	1676394609731	1676394609838	OK	 
GROUP	81	buyTicket	1676394609207	1676394609838	629	OK
REQUEST	81	itinerary	/cgi-bin/welcome.pl	1676394609838	1676394609927	OK	 
REQUEST	81	itinerary	/cgi-bin/nav.pl	1676394609928	1676394610048	OK	 
REQUEST	81	itinerary	/cgi-bin/itinerary.pl	1676394610048	1676394610191	OK	 
GROUP	81	itinerary	1676394609838	1676394610191	352	OK
REQUEST	81	signOff	/cgi-bin/welcome.pl	1676394610191	1676394610247	OK	 
REQUEST	81	signOff	/cgi-bin/nav.pl	1676394610247	1676394610361	OK	 
REQUEST	81	signOff	/WebTours/home.html	1676394610361	1676394610410	OK	 
GROUP	81	signOff	1676394610191	1676394610410	219	OK
USER	mainScenario	81	END	1676394608678	1676394610410
USER	mainScenario	82	START	1676394610680	1676394610680
REQUEST	82	open	/webtours/	1676394610680	1676394610706	OK	 
REQUEST	82	open	/cgi-bin/welcome.pl	1676394610706	1676394610777	OK	 
REQUEST	82	open	/cgi-bin/nav.pl	1676394610777	1676394610870	OK	 
GROUP	82	open	1676394610680	1676394610870	190	OK
REQUEST	82	login	/cgi-bin/login.pl	1676394610870	1676394610971	OK	 
REQUEST	82	login	/cgi-bin/nav.pl	1676394610971	1676394611066	OK	 
REQUEST	82	login	/cgi-bin/login.pl	1676394611067	1676394611170	OK	 
GROUP	82	login	1676394610870	1676394611170	299	OK
REQUEST	82	buyTicket	/cgi-bin/welcome.pl	1676394611171	1676394611269	OK	 
REQUEST	82	buyTicket	/cgi-bin/nav.pl	1676394611270	1676394611372	OK	 
REQUEST	82	buyTicket	/cgi-bin/reservations.pl	1676394611373	1676394611514	OK	 
REQUEST	82	buyTicket	/cgi-bin/reservations.pl	1676394611514	1676394611631	OK	 
REQUEST	82	buyTicket	/cgi-bin/reservations.pl	1676394611632	1676394611745	OK	 
REQUEST	82	buyTicket	/cgi-bin/reservations.pl	1676394611746	1676394611847	OK	 
GROUP	82	buyTicket	1676394611170	1676394611847	672	OK
REQUEST	82	itinerary	/cgi-bin/welcome.pl	1676394611847	1676394611940	OK	 
REQUEST	82	itinerary	/cgi-bin/nav.pl	1676394611940	1676394612038	OK	 
REQUEST	82	itinerary	/cgi-bin/itinerary.pl	1676394612039	1676394612262	OK	 
GROUP	82	itinerary	1676394611847	1676394612264	414	OK
REQUEST	82	signOff	/cgi-bin/welcome.pl	1676394612264	1676394612351	OK	 
REQUEST	82	signOff	/cgi-bin/nav.pl	1676394612351	1676394612438	OK	 
REQUEST	82	signOff	/WebTours/home.html	1676394612439	1676394612485	OK	 
GROUP	82	signOff	1676394612264	1676394612486	220	OK
USER	mainScenario	82	END	1676394610680	1676394612486
USER	mainScenario	83	START	1676394613682	1676394613682
REQUEST	83	open	/webtours/	1676394613682	1676394613710	OK	 
REQUEST	83	open	/cgi-bin/welcome.pl	1676394613710	1676394613774	OK	 
REQUEST	83	open	/cgi-bin/nav.pl	1676394613774	1676394613871	OK	 
GROUP	83	open	1676394613682	1676394613872	189	OK
REQUEST	83	login	/cgi-bin/login.pl	1676394613872	1676394613972	OK	 
REQUEST	83	login	/cgi-bin/nav.pl	1676394613972	1676394614071	OK	 
REQUEST	83	login	/cgi-bin/login.pl	1676394614071	1676394614162	OK	 
GROUP	83	login	1676394613872	1676394614162	290	OK
REQUEST	83	buyTicket	/cgi-bin/welcome.pl	1676394614162	1676394614253	OK	 
REQUEST	83	buyTicket	/cgi-bin/nav.pl	1676394614254	1676394614343	OK	 
REQUEST	83	buyTicket	/cgi-bin/reservations.pl	1676394614343	1676394614460	OK	 
REQUEST	83	buyTicket	/cgi-bin/reservations.pl	1676394614461	1676394614565	OK	 
REQUEST	83	buyTicket	/cgi-bin/reservations.pl	1676394614566	1676394614667	OK	 
REQUEST	83	buyTicket	/cgi-bin/reservations.pl	1676394614668	1676394614770	OK	 
GROUP	83	buyTicket	1676394614162	1676394614770	604	OK
REQUEST	83	itinerary	/cgi-bin/welcome.pl	1676394614770	1676394614856	OK	 
REQUEST	83	itinerary	/cgi-bin/nav.pl	1676394614856	1676394614945	OK	 
REQUEST	83	itinerary	/cgi-bin/itinerary.pl	1676394614945	1676394615162	OK	 
GROUP	83	itinerary	1676394614770	1676394615164	392	OK
REQUEST	83	signOff	/cgi-bin/welcome.pl	1676394615164	1676394615257	OK	 
REQUEST	83	signOff	/cgi-bin/nav.pl	1676394615257	1676394615348	OK	 
REQUEST	83	signOff	/WebTours/home.html	1676394615348	1676394615395	OK	 
GROUP	83	signOff	1676394615164	1676394615396	231	OK
USER	mainScenario	83	END	1676394613682	1676394615396
USER	mainScenario	84	START	1676394615681	1676394615681
REQUEST	84	open	/webtours/	1676394615681	1676394615709	OK	 
REQUEST	84	open	/cgi-bin/welcome.pl	1676394615709	1676394615768	OK	 
REQUEST	84	open	/cgi-bin/nav.pl	1676394615769	1676394615867	OK	 
GROUP	84	open	1676394615681	1676394615867	185	OK
REQUEST	84	login	/cgi-bin/login.pl	1676394615867	1676394615958	OK	 
REQUEST	84	login	/cgi-bin/nav.pl	1676394615958	1676394616054	OK	 
REQUEST	84	login	/cgi-bin/login.pl	1676394616055	1676394616153	OK	 
GROUP	84	login	1676394615867	1676394616153	285	OK
REQUEST	84	buyTicket	/cgi-bin/welcome.pl	1676394616153	1676394616243	OK	 
REQUEST	84	buyTicket	/cgi-bin/nav.pl	1676394616243	1676394616335	OK	 
REQUEST	84	buyTicket	/cgi-bin/reservations.pl	1676394616335	1676394616443	OK	 
REQUEST	84	buyTicket	/cgi-bin/reservations.pl	1676394616443	1676394616559	OK	 
REQUEST	84	buyTicket	/cgi-bin/reservations.pl	1676394616560	1676394616667	OK	 
REQUEST	84	buyTicket	/cgi-bin/reservations.pl	1676394616668	1676394616771	OK	 
GROUP	84	buyTicket	1676394616153	1676394616771	616	OK
REQUEST	84	itinerary	/cgi-bin/welcome.pl	1676394616771	1676394616866	OK	 
REQUEST	84	itinerary	/cgi-bin/nav.pl	1676394616867	1676394616960	OK	 
REQUEST	84	itinerary	/cgi-bin/itinerary.pl	1676394616960	1676394617167	OK	 
GROUP	84	itinerary	1676394616771	1676394617169	395	OK
REQUEST	84	signOff	/cgi-bin/welcome.pl	1676394617169	1676394617265	OK	 
REQUEST	84	signOff	/cgi-bin/nav.pl	1676394617265	1676394617356	OK	 
REQUEST	84	signOff	/WebTours/home.html	1676394617356	1676394617401	OK	 
GROUP	84	signOff	1676394617169	1676394617401	232	OK
USER	mainScenario	84	END	1676394615681	1676394617401
USER	mainScenario	85	START	1676394617682	1676394617682
REQUEST	85	open	/webtours/	1676394617683	1676394617708	OK	 
REQUEST	85	open	/cgi-bin/welcome.pl	1676394617708	1676394617762	OK	 
REQUEST	85	open	/cgi-bin/nav.pl	1676394617763	1676394617855	OK	 
GROUP	85	open	1676394617683	1676394617856	171	OK
REQUEST	85	login	/cgi-bin/login.pl	1676394617856	1676394617957	OK	 
REQUEST	85	login	/cgi-bin/nav.pl	1676394617957	1676394618074	OK	 
REQUEST	85	login	/cgi-bin/login.pl	1676394618075	1676394618163	OK	 
GROUP	85	login	1676394617856	1676394618164	306	OK
REQUEST	85	buyTicket	/cgi-bin/welcome.pl	1676394618164	1676394618231	OK	 
REQUEST	85	buyTicket	/cgi-bin/nav.pl	1676394618231	1676394618324	OK	 
REQUEST	85	buyTicket	/cgi-bin/reservations.pl	1676394618325	1676394618470	OK	 
REQUEST	85	buyTicket	/cgi-bin/reservations.pl	1676394618470	1676394618576	OK	 
REQUEST	85	buyTicket	/cgi-bin/reservations.pl	1676394618577	1676394618685	OK	 
REQUEST	85	buyTicket	/cgi-bin/reservations.pl	1676394618685	1676394618786	OK	 
GROUP	85	buyTicket	1676394618164	1676394618786	620	OK
REQUEST	85	itinerary	/cgi-bin/welcome.pl	1676394618786	1676394618900	OK	 
REQUEST	85	itinerary	/cgi-bin/nav.pl	1676394618901	1676394618990	OK	 
REQUEST	85	itinerary	/cgi-bin/itinerary.pl	1676394618991	1676394619411	OK	 
GROUP	85	itinerary	1676394618786	1676394619412	623	OK
REQUEST	85	signOff	/cgi-bin/welcome.pl	1676394619412	1676394619490	OK	 
REQUEST	85	signOff	/cgi-bin/nav.pl	1676394619490	1676394619586	OK	 
REQUEST	85	signOff	/WebTours/home.html	1676394619586	1676394619632	OK	 
GROUP	85	signOff	1676394619412	1676394619632	220	OK
USER	mainScenario	85	END	1676394617682	1676394619632
USER	mainScenario	86	START	1676394620679	1676394620679
REQUEST	86	open	/webtours/	1676394620680	1676394620719	OK	 
REQUEST	86	open	/cgi-bin/welcome.pl	1676394620719	1676394620774	OK	 
REQUEST	86	open	/cgi-bin/nav.pl	1676394620775	1676394620874	OK	 
GROUP	86	open	1676394620680	1676394620874	193	OK
REQUEST	86	login	/cgi-bin/login.pl	1676394620874	1676394620970	OK	 
REQUEST	86	login	/cgi-bin/nav.pl	1676394620971	1676394621067	OK	 
REQUEST	86	login	/cgi-bin/login.pl	1676394621067	1676394621185	OK	 
GROUP	86	login	1676394620874	1676394621185	310	OK
REQUEST	86	buyTicket	/cgi-bin/welcome.pl	1676394621186	1676394621260	OK	 
REQUEST	86	buyTicket	/cgi-bin/nav.pl	1676394621260	1676394621354	OK	 
REQUEST	86	buyTicket	/cgi-bin/reservations.pl	1676394621354	1676394621470	OK	 
REQUEST	86	buyTicket	/cgi-bin/reservations.pl	1676394621471	1676394621594	OK	 
REQUEST	86	buyTicket	/cgi-bin/reservations.pl	1676394621594	1676394622635	OK	 
USER	mainScenario	87	START	1676394622668	1676394622668
REQUEST	87	open	/webtours/	1676394622669	1676394622711	OK	 
REQUEST	87	open	/cgi-bin/welcome.pl	1676394622711	1676394622768	OK	 
REQUEST	86	buyTicket	/cgi-bin/reservations.pl	1676394622635	1676394622781	OK	 
GROUP	86	buyTicket	1676394621185	1676394622781	1594	OK
REQUEST	86	itinerary	/cgi-bin/welcome.pl	1676394622781	1676394622842	OK	 
REQUEST	86	itinerary	/cgi-bin/nav.pl	1676394622842	1676394622929	OK	 
REQUEST	87	open	/cgi-bin/nav.pl	1676394622768	1676394623204	OK	 
GROUP	87	open	1676394622669	1676394623204	535	OK
REQUEST	87	login	/cgi-bin/login.pl	1676394623204	1676394623300	OK	 
REQUEST	87	login	/cgi-bin/nav.pl	1676394623300	1676394623405	OK	 
REQUEST	87	login	/cgi-bin/login.pl	1676394623405	1676394623505	OK	 
GROUP	87	login	1676394623204	1676394623505	301	OK
REQUEST	87	buyTicket	/cgi-bin/welcome.pl	1676394623506	1676394623613	OK	 
REQUEST	86	itinerary	/cgi-bin/itinerary.pl	1676394622930	1676394623649	OK	 
GROUP	86	itinerary	1676394622781	1676394623651	867	OK
REQUEST	86	signOff	/cgi-bin/welcome.pl	1676394623651	1676394623812	OK	 
REQUEST	87	buyTicket	/cgi-bin/nav.pl	1676394623613	1676394623813	OK	 
REQUEST	87	buyTicket	/cgi-bin/reservations.pl	1676394623813	1676394623954	OK	 
REQUEST	86	signOff	/cgi-bin/nav.pl	1676394623812	1676394623956	OK	 
REQUEST	86	signOff	/WebTours/home.html	1676394623956	1676394624004	OK	 
GROUP	86	signOff	1676394623651	1676394624005	353	OK
USER	mainScenario	86	END	1676394620679	1676394624005
REQUEST	87	buyTicket	/cgi-bin/reservations.pl	1676394623955	1676394624064	OK	 
REQUEST	87	buyTicket	/cgi-bin/reservations.pl	1676394624065	1676394624179	OK	 
REQUEST	87	buyTicket	/cgi-bin/reservations.pl	1676394624179	1676394624321	OK	 
GROUP	87	buyTicket	1676394623505	1676394624321	813	OK
REQUEST	87	itinerary	/cgi-bin/welcome.pl	1676394624321	1676394624441	OK	 
REQUEST	87	itinerary	/cgi-bin/nav.pl	1676394624441	1676394624526	OK	 
USER	mainScenario	88	START	1676394624658	1676394624658
REQUEST	88	open	/webtours/	1676394624658	1676394624684	OK	 
REQUEST	88	open	/cgi-bin/welcome.pl	1676394624684	1676394624764	OK	 
REQUEST	88	open	/cgi-bin/nav.pl	1676394624764	1676394624927	OK	 
GROUP	88	open	1676394624658	1676394624927	269	OK
REQUEST	87	itinerary	/cgi-bin/itinerary.pl	1676394624527	1676394625004	OK	 
GROUP	87	itinerary	1676394624321	1676394625005	682	OK
REQUEST	88	login	/cgi-bin/login.pl	1676394624927	1676394625037	OK	 
REQUEST	87	signOff	/cgi-bin/welcome.pl	1676394625005	1676394625130	OK	 
REQUEST	88	login	/cgi-bin/nav.pl	1676394625037	1676394625165	OK	 
REQUEST	87	signOff	/cgi-bin/nav.pl	1676394625131	1676394625242	OK	 
REQUEST	87	signOff	/WebTours/home.html	1676394625242	1676394625293	OK	 
GROUP	87	signOff	1676394625005	1676394625294	287	OK
USER	mainScenario	87	END	1676394622668	1676394625294
REQUEST	88	login	/cgi-bin/login.pl	1676394625165	1676394625294	OK	 
GROUP	88	login	1676394624927	1676394625294	367	OK
REQUEST	88	buyTicket	/cgi-bin/welcome.pl	1676394625294	1676394625396	OK	 
REQUEST	88	buyTicket	/cgi-bin/nav.pl	1676394625396	1676394625545	OK	 
REQUEST	88	buyTicket	/cgi-bin/reservations.pl	1676394625545	1676394625647	OK	 
REQUEST	88	buyTicket	/cgi-bin/reservations.pl	1676394625648	1676394625778	OK	 
REQUEST	88	buyTicket	/cgi-bin/reservations.pl	1676394625779	1676394625892	OK	 
REQUEST	88	buyTicket	/cgi-bin/reservations.pl	1676394625892	1676394626005	OK	 
GROUP	88	buyTicket	1676394625294	1676394626005	709	OK
REQUEST	88	itinerary	/cgi-bin/welcome.pl	1676394626005	1676394626119	OK	 
REQUEST	88	itinerary	/cgi-bin/nav.pl	1676394626120	1676394626216	OK	 
REQUEST	88	itinerary	/cgi-bin/itinerary.pl	1676394626216	1676394626472	OK	 
GROUP	88	itinerary	1676394626005	1676394626473	466	OK
REQUEST	88	signOff	/cgi-bin/welcome.pl	1676394626473	1676394626585	OK	 
USER	mainScenario	89	START	1676394626679	1676394626679
REQUEST	88	signOff	/cgi-bin/nav.pl	1676394626586	1676394626680	OK	 
REQUEST	89	open	/webtours/	1676394626679	1676394626715	OK	 
REQUEST	88	signOff	/WebTours/home.html	1676394626681	1676394626721	OK	 
GROUP	88	signOff	1676394626473	1676394626721	246	OK
USER	mainScenario	88	END	1676394624658	1676394626721
REQUEST	89	open	/cgi-bin/welcome.pl	1676394626716	1676394626777	OK	 
REQUEST	89	open	/cgi-bin/nav.pl	1676394626778	1676394626881	OK	 
GROUP	89	open	1676394626679	1676394626882	200	OK
REQUEST	89	login	/cgi-bin/login.pl	1676394626882	1676394626981	OK	 
REQUEST	89	login	/cgi-bin/nav.pl	1676394626981	1676394627076	OK	 
REQUEST	89	login	/cgi-bin/login.pl	1676394627077	1676394627192	OK	 
GROUP	89	login	1676394626882	1676394627192	309	OK
REQUEST	89	buyTicket	/cgi-bin/welcome.pl	1676394627193	1676394627288	OK	 
REQUEST	89	buyTicket	/cgi-bin/nav.pl	1676394627289	1676394627395	OK	 
REQUEST	89	buyTicket	/cgi-bin/reservations.pl	1676394627395	1676394627505	OK	 
REQUEST	89	buyTicket	/cgi-bin/reservations.pl	1676394627506	1676394627618	OK	 
REQUEST	89	buyTicket	/cgi-bin/reservations.pl	1676394627619	1676394627725	OK	 
REQUEST	89	buyTicket	/cgi-bin/reservations.pl	1676394627725	1676394627872	OK	 
GROUP	89	buyTicket	1676394627193	1676394627872	676	OK
REQUEST	89	itinerary	/cgi-bin/welcome.pl	1676394627872	1676394627978	OK	 
REQUEST	89	itinerary	/cgi-bin/nav.pl	1676394627978	1676394628114	OK	 
REQUEST	89	itinerary	/cgi-bin/itinerary.pl	1676394628115	1676394628359	OK	 
GROUP	89	itinerary	1676394627872	1676394628360	486	OK
REQUEST	89	signOff	/cgi-bin/welcome.pl	1676394628361	1676394628463	OK	 
REQUEST	89	signOff	/cgi-bin/nav.pl	1676394628463	1676394628567	OK	 
REQUEST	89	signOff	/WebTours/home.html	1676394628567	1676394628613	OK	 
GROUP	89	signOff	1676394628360	1676394628613	252	OK
USER	mainScenario	89	END	1676394626679	1676394628614
USER	mainScenario	90	START	1676394629667	1676394629667
REQUEST	90	open	/webtours/	1676394629668	1676394629695	OK	 
REQUEST	90	open	/cgi-bin/welcome.pl	1676394629695	1676394629759	OK	 
REQUEST	90	open	/cgi-bin/nav.pl	1676394629760	1676394629868	OK	 
GROUP	90	open	1676394629668	1676394629869	199	OK
REQUEST	90	login	/cgi-bin/login.pl	1676394629869	1676394629972	OK	 
REQUEST	90	login	/cgi-bin/nav.pl	1676394629973	1676394630092	OK	 
REQUEST	90	login	/cgi-bin/login.pl	1676394630092	1676394630209	OK	 
GROUP	90	login	1676394629869	1676394630209	339	OK
REQUEST	90	buyTicket	/cgi-bin/welcome.pl	1676394630209	1676394630313	OK	 
REQUEST	90	buyTicket	/cgi-bin/nav.pl	1676394630313	1676394630405	OK	 
REQUEST	90	buyTicket	/cgi-bin/reservations.pl	1676394630405	1676394630511	OK	 
REQUEST	90	buyTicket	/cgi-bin/reservations.pl	1676394630511	1676394630618	OK	 
REQUEST	90	buyTicket	/cgi-bin/reservations.pl	1676394630618	1676394630726	OK	 
REQUEST	90	buyTicket	/cgi-bin/reservations.pl	1676394630726	1676394630826	OK	 
GROUP	90	buyTicket	1676394630209	1676394630827	617	OK
REQUEST	90	itinerary	/cgi-bin/welcome.pl	1676394630827	1676394630916	OK	 
REQUEST	90	itinerary	/cgi-bin/nav.pl	1676394630916	1676394631004	OK	 
REQUEST	90	itinerary	/cgi-bin/itinerary.pl	1676394631005	1676394631206	OK	 
GROUP	90	itinerary	1676394630827	1676394631207	378	OK
REQUEST	90	signOff	/cgi-bin/welcome.pl	1676394631207	1676394631309	OK	 
REQUEST	90	signOff	/cgi-bin/nav.pl	1676394631309	1676394631400	OK	 
REQUEST	90	signOff	/WebTours/home.html	1676394631401	1676394631452	OK	 
GROUP	90	signOff	1676394631207	1676394631452	244	OK
USER	mainScenario	90	END	1676394629667	1676394631452
USER	mainScenario	91	START	1676394631661	1676394631661
REQUEST	91	open	/webtours/	1676394631662	1676394631688	OK	 
REQUEST	91	open	/cgi-bin/welcome.pl	1676394631688	1676394631747	OK	 
REQUEST	91	open	/cgi-bin/nav.pl	1676394631747	1676394631835	OK	 
GROUP	91	open	1676394631662	1676394631836	173	OK
REQUEST	91	login	/cgi-bin/login.pl	1676394631836	1676394631937	OK	 
REQUEST	91	login	/cgi-bin/nav.pl	1676394631937	1676394632344	OK	 
REQUEST	91	login	/cgi-bin/login.pl	1676394632345	1676394632404	OK	 
GROUP	91	login	1676394631836	1676394632404	567	OK
REQUEST	91	buyTicket	/cgi-bin/welcome.pl	1676394632404	1676394632500	OK	 
REQUEST	91	buyTicket	/cgi-bin/nav.pl	1676394632501	1676394632603	OK	 
REQUEST	91	buyTicket	/cgi-bin/reservations.pl	1676394632604	1676394632730	OK	 
REQUEST	91	buyTicket	/cgi-bin/reservations.pl	1676394632731	1676394632840	OK	 
REQUEST	91	buyTicket	/cgi-bin/reservations.pl	1676394632840	1676394632954	OK	 
REQUEST	91	buyTicket	/cgi-bin/reservations.pl	1676394632954	1676394633052	OK	 
GROUP	91	buyTicket	1676394632404	1676394633052	645	OK
REQUEST	91	itinerary	/cgi-bin/welcome.pl	1676394633052	1676394633155	OK	 
REQUEST	91	itinerary	/cgi-bin/nav.pl	1676394633155	1676394633247	OK	 
REQUEST	91	itinerary	/cgi-bin/itinerary.pl	1676394633247	1676394633451	OK	 
GROUP	91	itinerary	1676394633052	1676394633451	399	OK
REQUEST	91	signOff	/cgi-bin/welcome.pl	1676394633451	1676394633505	OK	 
USER	mainScenario	92	START	1676394633669	1676394633669
REQUEST	92	open	/webtours/	1676394633669	1676394633694	OK	 
REQUEST	92	open	/cgi-bin/welcome.pl	1676394633695	1676394633757	OK	 
REQUEST	92	open	/cgi-bin/nav.pl	1676394633758	1676394633854	OK	 
GROUP	92	open	1676394633669	1676394633854	183	OK
REQUEST	91	signOff	/cgi-bin/nav.pl	1676394633505	1676394633896	OK	 
REQUEST	91	signOff	/WebTours/home.html	1676394633897	1676394633907	OK	 
GROUP	91	signOff	1676394633451	1676394633907	455	OK
USER	mainScenario	91	END	1676394631661	1676394633908
REQUEST	92	login	/cgi-bin/login.pl	1676394633854	1676394633955	OK	 
REQUEST	92	login	/cgi-bin/nav.pl	1676394633955	1676394634044	OK	 
REQUEST	92	login	/cgi-bin/login.pl	1676394634045	1676394634144	OK	 
GROUP	92	login	1676394633854	1676394634144	289	OK
REQUEST	92	buyTicket	/cgi-bin/welcome.pl	1676394634144	1676394634234	OK	 
REQUEST	92	buyTicket	/cgi-bin/nav.pl	1676394634234	1676394634327	OK	 
REQUEST	92	buyTicket	/cgi-bin/reservations.pl	1676394634328	1676394634432	OK	 
REQUEST	92	buyTicket	/cgi-bin/reservations.pl	1676394634432	1676394634543	OK	 
REQUEST	92	buyTicket	/cgi-bin/reservations.pl	1676394634543	1676394634645	OK	 
REQUEST	92	buyTicket	/cgi-bin/reservations.pl	1676394634646	1676394634747	OK	 
GROUP	92	buyTicket	1676394634144	1676394634747	601	OK
REQUEST	92	itinerary	/cgi-bin/welcome.pl	1676394634748	1676394634836	OK	 
REQUEST	92	itinerary	/cgi-bin/nav.pl	1676394634837	1676394634936	OK	 
REQUEST	92	itinerary	/cgi-bin/itinerary.pl	1676394634936	1676394635246	OK	 
GROUP	92	itinerary	1676394634747	1676394635248	497	OK
REQUEST	92	signOff	/cgi-bin/welcome.pl	1676394635248	1676394635301	OK	 
REQUEST	92	signOff	/cgi-bin/nav.pl	1676394635302	1676394635391	OK	 
REQUEST	92	signOff	/WebTours/home.html	1676394635391	1676394635438	OK	 
GROUP	92	signOff	1676394635248	1676394635438	189	OK
USER	mainScenario	92	END	1676394633669	1676394635438
USER	mainScenario	93	START	1676394636677	1676394636677
REQUEST	93	open	/webtours/	1676394636678	1676394636704	OK	 
REQUEST	93	open	/cgi-bin/welcome.pl	1676394636704	1676394636762	OK	 
REQUEST	93	open	/cgi-bin/nav.pl	1676394636762	1676394636855	OK	 
GROUP	93	open	1676394636678	1676394636855	177	OK
REQUEST	93	login	/cgi-bin/login.pl	1676394636855	1676394636948	OK	 
REQUEST	93	login	/cgi-bin/nav.pl	1676394636948	1676394637040	OK	 
REQUEST	93	login	/cgi-bin/login.pl	1676394637040	1676394637137	OK	 
GROUP	93	login	1676394636855	1676394637137	282	OK
REQUEST	93	buyTicket	/cgi-bin/welcome.pl	1676394637137	1676394637226	OK	 
REQUEST	93	buyTicket	/cgi-bin/nav.pl	1676394637226	1676394637317	OK	 
REQUEST	93	buyTicket	/cgi-bin/reservations.pl	1676394637317	1676394637428	OK	 
REQUEST	93	buyTicket	/cgi-bin/reservations.pl	1676394637429	1676394637547	OK	 
REQUEST	93	buyTicket	/cgi-bin/reservations.pl	1676394637547	1676394637669	OK	 
REQUEST	93	buyTicket	/cgi-bin/reservations.pl	1676394637669	1676394637774	OK	 
GROUP	93	buyTicket	1676394637137	1676394637775	636	OK
REQUEST	93	itinerary	/cgi-bin/welcome.pl	1676394637775	1676394637865	OK	 
REQUEST	93	itinerary	/cgi-bin/nav.pl	1676394637865	1676394637951	OK	 
REQUEST	93	itinerary	/cgi-bin/itinerary.pl	1676394637951	1676394638168	OK	 
GROUP	93	itinerary	1676394637775	1676394638169	393	OK
REQUEST	93	signOff	/cgi-bin/welcome.pl	1676394638170	1676394638258	OK	 
REQUEST	93	signOff	/cgi-bin/nav.pl	1676394638258	1676394638349	OK	 
REQUEST	93	signOff	/WebTours/home.html	1676394638350	1676394638396	OK	 
GROUP	93	signOff	1676394638169	1676394638397	225	OK
